course_code,prerequisites,prereq_warnings,concurrent_with,min_standing,notes,warning_text
SCMM 6545,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6547,none,,,0.0,,
SCMM 6550,none,major_restriction,,0.0,Admitted to the SCMM program,
SCMM 6555,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6559,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6560,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6565,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6570,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6575,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6931,none,major_restriction,,0.0,Admitted to SCMM,
SCMM 6995,none,major_restriction;instructor_consent,,0.0,Admitted to the graduate SCMM program; and cons. of prog. dir,
SCMM 6997,none,major_restriction,,0.0,Admitted to SCMM,
SOCI 1001,none,,,0.0,,
SOCI 1101,none,,,0.0,,
SOCI 2060,CRLS 1001 or SOCI 1001 or SOWJ 1001,instructor_consent,,0.0,or cons. of instr,
SOCI 2060H,CRLS 1001 or SOCI 1001 or SOWJ 1001,,,0.0,admission to Marquette University Honors Program,
SOCI 2200,none,,,0.0,,
SOCI 2480,none,,,0.0,,
SOCI 2500,none,,,0.0,,
SOCI 3000,SOCI 1001,instructor_consent,,0.0,SOCI 1001 or cons. of instr,
SOCI 3050,CRLS 1001 or SOCI 1001 or SOWJ 1001;SOCI 2060,instructor_consent,,0.0,or cons. of instr,
SOCI 3200,none,,,0.0,,
SOCI 3250,none,,,0.0,,
SOCI 3280,none,,,0.0,,
SOCI 3300,none,,,0.0,,
SOCI 3500,none,,,0.0,,
SOCI 3520,none,,,0.0,,
SOCI 3550,none,,,0.0,,
SOCI 3570,none,,,0.0,,
SOCI 3700,none,,,0.0,,
SOCI 3720,none,,,0.0,,
SOCI 3931,none,,,0.0,,
SOCI 3954H,SOCI 3050 or CRLS 3050,major_restriction;instructor_consent;standing_requirement,,3.0,admitted to Sociology Disciplinary Honors program; Jr. stndg; cons. of instr. Consent required,
SOCI 3986,none,standing_requirement,,4.0,"Sr. stndg., SOCI major, cons. of internship coordinator",
SOCI 4050,none,,,0.0,,
SOCI 4250,SOCI 1001,,,0.0,,
SOCI 4270,none,,,0.0,,
SOCI 4300,none,,,0.0,,
SOCI 4400,none,,,0.0,,
SOCI 4420,none,,,0.0,,
SOCI 4430,INGS 1001 or SOCI 1001 or SOWJ 1001,instructor_consent,,0.0,or cons. of instr,
SOCI 4440,none,,,0.0,,
SOCI 4450,none,,,0.0,,
SOCI 4600,none,,,0.0,,
SOCI 4660,none,,,0.0,,
SOCI 4680,none,,,0.0,,
SOCI 4700,none,,,0.0,,
SOCI 4730,none,,,0.0,,
SOCI 4740,none,,,0.0,,
SOCI 4931,none,,,0.0,,
SOCI 4954H,SOCI 3954H;SOCI 4997;SOCI 4956H,major_restriction;instructor_consent;standing_requirement,,4.0,concurrent enrollment in SOCI 4956H; admitted to Sociology Disciplinary Honors Program; Sr. stndg; cons. of instr. Consent required,
SOCI 4956,none,instructor_consent,,0.0,Cons. of instr. Consent required,
SOCI 4956H,SOCI 3954H;SOCI 4997;SOCI 4954H,major_restriction;instructor_consent;standing_requirement,,4.0,concurrent enrollment in SOCI 4954H; admitted to Sociology Disciplinary Honors program; Sr. stndg; cons. of instr. Consent required,
SOCI 4960H,SOCI 4954H;SOCI 4956H;SOCI 4999H,major_restriction;instructor_consent;standing_requirement,,4.0,concurrent enrollment in SOCI 4999H; admitted to Sociology Disciplinary Honors program; Sr. stndg; cons. of inst. Consent required,
SOCI 4986,SOCI 3986,standing_requirement,,4.0,"Sr. stndg., SOCI 3986 and cons. of internship coordinator",
SOCI 4995,none,instructor_consent,,0.0,Cons. of dept. ch. and twelve credit hours of Sociology courses with a GPA of 2.500. Consent required,
SOCI 4997,none,instructor_consent,,0.0,SOCI major and 21 credit hours of sociology; or cons. of dept. ch. Consent required,
SOCI 4999,SOCI 3000;SOCI 3050,instructor_consent;standing_requirement,,4.0,"Sr. stndg., SOCI 3000 , SOCI 3050 , and cons. of dept. ch. Consent required",
SOCI 5050,none,,,0.0,,
SOCI 5250,none,,,0.0,,
SOCI 5270,none,,,0.0,,
SOCI 5300,none,,,0.0,,
SOCI 5400,none,,,0.0,,
SOCI 5420,none,,,0.0,,
SOCI 5430,none,,,0.0,,
SOCI 5440,none,,,0.0,,
SOCI 5450,none,,,0.0,,
SOCI 5600,none,,,0.0,,
SOCI 5660,none,,,0.0,,
SOCI 5680,none,,,0.0,,
SOCI 5700,none,,,0.0,,
SOCI 5730,none,,,0.0,,
SOCI 5740,none,,,0.0,,
SOCI 5931,none,,,0.0,,
SOWJ 1001,none,,,0.0,,
SOWJ 1101,none,,,0.0,,
SOWJ 2050,none,,,0.0,,
SOWJ 2150,none,,,0.0,,
SOWJ 2200,none,,,0.0,,
SOWJ 2300,none,,,0.0,,
SOWJ 2600,none,,,0.0,,
SOWJ 3001,SOWJ 1001,instructor_consent,,0.0,SOWJ 1001 or cons. of instr,
SOWJ 3170,none,instructor_consent,,0.0,Cons. of instr. Consent required,
SOWJ 3300,SOWJ 1001,instructor_consent;standing_requirement,,3.0,SOWJ 1001 and Jr. stndg. or cons. of instr,
SOWJ 3310,none,,,0.0,,
SOWJ 3320,none,,,0.0,,
SOWJ 3370,none,,,0.0,,
SOWJ 3400,none,,,0.0,,
SOWJ 3450,none,,,0.0,,
SOWJ 3600,SOWJ 1001,instructor_consent,,0.0,SOWJ 1001 or cons. of instr,
SOWJ 3700,none,,,0.0,,
SOWJ 3986,none,standing_requirement,,4.0,"Sr. stndg., SOWJ major, and cons. of internship coordinator",
SOWJ 4300,SOWJ 1001,,,0.0,,
SOWJ 4500,none,,,0.0,,
SOWJ 4600,none,,,0.0,,
SOWJ 4700,none,standing_requirement,,3.0,Jr. stndg,
SOWJ 4931,none,,,0.0,,
SOWJ 4956,none,instructor_consent,,0.0,Cons. of instr. Consent required,
SOWJ 4986,SOWJ 3986,,,0.0,SOWJ 3986 and cons. of internship coordinator,
SOWJ 4995,none,instructor_consent,,0.0,"Cons. of dept. ch., minimum of 9 credit hours in SOWJ courses with a GPA of 2.500. Consent required",
SOWJ 4999,none,instructor_consent;standing_requirement,,4.0,"Sr. stndg., 3.000 GPA, and cons. of dept. ch. Consent required",
SOWJ 5300,none,,,0.0,,
SOWJ 5500,none,,,0.0,,
SOWJ 5600,SOWJ 1001,instructor_consent,,0.0,SOWJ 1001 or cons. of instr,
SOWJ 5700,none,,,0.0,,
SOWJ 5931,none,,,0.0,,
SPAN 1001,none,hard_prereq_complex,,0.0,"No previous study of Spanish, or placement exam. Not open to native or heritage speakers of Spanish",
SPAN 1002,SPAN 1001,,,0.0,,
SPAN 1003,none,hard_prereq_complex,,0.0,Placement exam. Not open to native or heritage speakers of Spanish,
SPAN 1020,SPAN 1002 or SPAN 1003,,,0.0,,
SPAN 1021,SPAN 1020,,,0.0,SPAN 1020 or cons. of inst,
SPAN 2001,SPAN 1002;SPAN 1003,,,0.0,or placement exam. Not open to native or heritage speakers of Spanish,
SPAN 2002,SPAN 2001,,,0.0,,
SPAN 2003,SPAN 1002;SPAN 1003;SPAN 1021,,,0.0,or placement exam. Not open to native or heritage speakers of Spanish,
SPAN 2005,none,hard_prereq_complex,,0.0,Placement exam or cons. of dept. ch. or inst. Not open to native speakers of Spanish,
SPAN 3001,SPAN 2002 or OR 2003;SPAN 3001 or SPAN 3005,,,0.0,,
SPAN 3002,SPAN 3001,,,0.0,or cons. of dept. ch. Not open to students with native or near native fluency,
SPAN 3005,SPAN 3001 or SPAN 3005,,,0.0,Departmental placement or cons. of dept. ch. Open to heritage learners of Spanish only. Cannot receive credit for both SPAN 3001 and SPAN 3005,
SPAN 3100,SPAN 3001 or SPAN 3005,,,0.0,or cons. of dept. ch,
SPAN 3210,none,,,0.0,,
SPAN 3215,none,,,0.0,,
SPAN 3300,SPAN 3001 or SPAN 3005,,,0.0,or cons. of dept. ch,
SPAN 3310,SPAN 3001 or SPAN 3005,,,0.0,or cons. of dept. ch,
SPAN 3500,SPAN 3001;SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch. Not open to heritage and native learners of Spanish. Cannot receive credit for both SPAN 3500 and SPAN 3505,
SPAN 3505,SPAN 3005;SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch. Open to heritage and native learners of Spanish only. Cannot receive credit for both SPAN 3500 and SPAN 3505,
SPAN 3530,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 3540,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 3600,SPAN 3500 or SPAN 3505,,,0.0,,
SPAN 3601,SPAN 3500 or SPAN 3505,,,0.0,,
SPAN 3650,SPAN 3500 or SPAN 3505,,,0.0,,
SPAN 3700,SPAN 3001;SPAN 3005,,,0.0,or cons. of dept. ch,
SPAN 3710,SPAN 3001;SPAN 3005,,,0.0,or cons. of dept. ch,
SPAN 3720,SPAN 3001 or SPAN 3005,,,0.0,or cons. of dept. ch,
SPAN 3800,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept,
SPAN 4110,SPAN 3500 or OR 3505,,,0.0,or cons. of dept. ch,
SPAN 4120,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4130,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4140,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4150,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4210,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. chair,
SPAN 4320,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4350,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4450,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4500,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4505,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4510,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4515,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4520,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4525,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4550,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4560,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4600,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4610,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept ch,
SPAN 4615,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4620,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4670,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept. ch,
SPAN 4700,SPAN 3500 or SPAN 3505,,,0.0,,
SPAN 4705,SPAN 3700,,,0.0,or cons. of dept. ch,
SPAN 4715,SPAN 3710,,,0.0,SPAN 3710 or cons. of dept,
SPAN 4720,SPAN 3500 or SPAN 3505,,,0.0,or cons. of dept,
SPAN 4931,SPAN 3500 or SPAN 3505,instructor_consent,,0.0,or cons. of dept. ch. Consent required,
SPAN 4960,none,standing_requirement,,4.0,Major in Spanish and Sr. stndg; or cons. of dept. ch,
SPAN 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
SPAN 4999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
SPAN 4999H,none,instructor_consent,,0.0,Cons. of dept. ch; admission to Spanish Disciplinary Honors Program. Consent required,
SPAN 5110,none,,,0.0,,
SPAN 5120,none,,,0.0,,
SPAN 5130,none,,,0.0,,
SPAN 5140,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
SPAN 5150,none,,,0.0,Cons. of dept. ch,
SPAN 5310,none,,,0.0,,
SPAN 5320,none,,,0.0,,
SPAN 5350,none,,,0.0,,
SPAN 5400,none,,,0.0,,
SPAN 5450,none,,,0.0,,
SPAN 5500,none,,,0.0,,
SPAN 5505,none,,,0.0,,
SPAN 5510,none,,,0.0,,
SPAN 5525,none,,,0.0,,
SPAN 5550,none,,,0.0,,
SPAN 5560,none,,,0.0,,
SPAN 5600,none,,,0.0,,
SPAN 5610,none,,,0.0,,
SPAN 5615,none,,,0.0,Cons. of dept. ch,
SPAN 5620,none,,,0.0,Cons. of dept. ch,
SPAN 5670,none,,,0.0,Cons. of dept. ch,
SPAN 5705,none,,,0.0,,
SPAN 5715,none,,,0.0,,
SPAN 5931,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
SPAN 6100,none,,,0.0,,
SPAN 6110,none,,,0.0,,
SPAN 6150,none,,,0.0,,
SPAN 6204,none,,,0.0,Enrolled in the Graduate School,
SPAN 6300,none,,,0.0,,
SPAN 6500,none,,,0.0,,
SPAN 6505,none,,,0.0,,
SPAN 6525,none,,,0.0,,
SPAN 6550,none,,,0.0,,
SPAN 6575,none,,,0.0,,
SPAN 6600,none,,,0.0,,
SPAN 6610,none,,,0.0,,
SPAN 6650,none,,,0.0,,
SPAN 6675,none,,,0.0,,
SPAN 6931,none,,,0.0,,
SPAN 6995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
SPAN 9970,none,instructor_consent,,0.0,Consent required,
SPAN 9974,none,instructor_consent,,0.0,Consent required,
SPAN 9975,none,instructor_consent,,0.0,Consent required,
SPAN 9984,none,instructor_consent,,0.0,Consent required,
SPAN 9985,none,instructor_consent,,0.0,Consent required,
SPAN 9986,none,instructor_consent,,0.0,Consent required,
SPCM 2700,none,standing_requirement,,2.0,Soph. stndg,
SPCM 3300,DGMD 2205,instructor_consent,,0.0,SPCM major or minor or INSM minor; or cons. of instr,
SPCM 3500,none,,,0.0,SPCM major or minor,
SPCM 3700,SPCM 2700,standing_requirement,,3.0,Jr. stndg; SPCM major or minor,
SPCM 3986,none,instructor_consent,,0.0,Consent required. Consent required,
SPCM 4000,ADVE 1400 or PURE 1800 or SPCM 2700,major_restriction,,0.0,"ADVE 1400 or PURE 1800 or SPCM 2700 . Restricted to declared ADVE, PURE or SPCM majors or minors, or INSM minor",
SPCM 4500,SPCM 2700,standing_requirement,,3.0,Jr. Stndg; SPCM major or minor,
SPCM 4700,SPCM 2700,standing_requirement,,3.0,Jr. stndg; SPCM major or minor,
SPLE 6001,none,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, ECON, MGMT or SPLE program; or con. of M.B.A. prog. dir",
SPLE 6100,none,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, ECON or SPLE program; or con. of M.B.A. prog. dir",
SPLE 6200,none,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, CCOM, ECON or SPLE program; or con. of M.B.A. prog. dir",
SPLE 6300,none,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, CCOM, ECON or SPLE program; or con. of M.B.A. prog. dir",
SPLE 6400,none,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, CCOM, ECON, MGMT or SPLE program; or con. of M.B.A. prog. dir",
SPLE 6500,none,major_restriction;instructor_consent,,0.0,"Admitted to graduate ACCO, BUAD, CCOM or ECON; or cons. of M.B.A. prog. dir. Consent required",
SPLE 6600,none,major_restriction;instructor_consent,,0.0,"Admitted to the graduate ACCO, BUAD, CCOM or ECON program; or cons. of M.B.A. prog. dir. Consent required",
SPLE 6700,none,major_restriction,,0.0,"Admitted to graduate ACCO, BUAD, CCOM, ECON, MGMT or SPLE program; or cons. of M.B.A. prog. dir",
SPLE 6931,none,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, CCOM, ECON or SPLE program; or con. of M.B.A. prog. dir",
SPLE 6964,none,major_restriction,,0.0,Admitted to the graduate SPLE program; and con. of M.B.A. prog. dir,
SPLE 6995,none,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, CCOM, ECON or SPLE program; or con. of M.B.A. prog. dir",
SPPA 1001,none,,,0.0,,
SPPA 1002,none,,,0.0,SPPA major; or cons. of dept,
SPPA 1100,none,,,0.0,SPPA major; or SPLA major; or cons. of dept. ch,
SPPA 2120,none,,,0.0,SPPA major; or SPLA major; or cons. of dept. ch,
SPPA 2130,none,,,0.0,SPPA major; or SPLA major; or cons. of dept. ch,
SPPA 2210,SPPA 1001;SPPA 2130;SPPA 2130,,,0.0,SPPA major and SPPA 1001 and SPPA 2130; or SPLA major and SPPA 2130; or cons. of dept. ch,
SPPA 2220,SPPA 1001;SPPA 2120;SPPA 1100;SPPA 2120 or SPPA 1100,,,0.0,SPPA major and SPPA 1001 and SPPA 2120 and SPPA 1100; or SPLA major and SPPA 2120 and SPPA 1100; or cons. of dept. ch,
SPPA 3140,SPPA 1100;SPPA 1100,,,0.0,SPPA major and SPPA 1100; or SPLA major and SPPA 1100; or cons. of dept. ch,
SPPA 3510,SPPA 3140,may_be_concurrent,SPPA 3140,0.0,"SPPA major and SPPA 3140 , which may be taken concurrently; or cons. of dept. ch",
SPPA 3710,SPPA 2210;SPPA 2220;SPPA 3964;SPPA 6965,instructor_consent;may_be_concurrent,SPPA 2210,0.0,"Cons. of dept. ch; SPPA major, SPPA 2210 and SPPA 2220 , which may be taken concurrently and SPPA 3964 , which must be taken concurrently; or SPLA major and SPPA 6965 , which must be taken concurrently. Consent required",
SPPA 3964,SPPA 3710,instructor_consent,,0.0,"SPPA major; or SPLA major; or cons. of dept. ch; SPPA 3710 , which must be taken concurrently. Consent required",
SPPA 4160,SPPA 1100,,,0.0,"SPPA major, SPPA 1100 and Jr. stdng; or cons. of dept. ch",
SPPA 4230,none,major_restriction,,0.0,SPPA major and admitted to the Accelerated Degree Program; or cons. of dept. ch,
SPPA 4520,SPPA 3510;SPPA 3510,,,0.0,SPPA major and SPPA 3510; or SPLA major and SPPA 3510; or cons. of dept. ch,
SPPA 4530,SPPA 3510,instructor_consent,,0.0,SPPA major and SPPA 3510; or cons. of instr. and cons. of dept. ch,
SPPA 4610,none,standing_requirement,,3.0,"SPPA major, Jr. stndg. and concurrent service learning experience required",
SPPA 4720,SPPA 3710,,,0.0,SPPA 3710 and SPPA major or cons. of dept. ch,
SPPA 4750,SPPA 4720,instructor_consent,,0.0,SPPA 4720 . Consent required. Consent required,
SPPA 4956,none,instructor_consent,,0.0,Cons. of instr. Consent required,
SPPA 4961,none,,,0.0,,
SPPA 4964,SPPA 3964,instructor_consent,,0.0,Cons. of dept. ch. based on cumulative GPA of at least 3.000 and rating earned in SPPA 3964 . Consent required,
SPPA 4965,SPPA 3510;SPPA 3510,instructor_consent,,0.0,SPPA major and SPPA 3510 and cons. of instr; or SPLA major and SPPA 3510 and cons. of instr; or cons. of instr. and cons. of dept. ch. Consent required,
SPPA 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
SPPA 4999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
SPPA 5160,none,,,0.0,Enrolled in the SPLA program,
SPPA 5230,none,major_restriction,,0.0,SPLA program; or admitted to the Accelerated Degree Program; or cons. of dept. ch,
SPPA 5520,none,,,0.0,,
SPPA 5530,SPPA 3510,instructor_consent,,0.0,SPLA program and SPPA 3510; or cons. of instr. and cons. of dept. ch,
SPPA 5610,none,,,0.0,,
SPPA 5720,none,,,0.0,Enrolled in the SPLA program,
SPPA 5750,none,instructor_consent,,0.0,Consent required. Consent required,
SPPA 6210,none,,,0.0,,
SPPA 6220,SPPA 2210,,,0.0,competency in phonetic transcription and a clear understanding of phonological patterns,
SPPA 6320,none,,,0.0,,
SPPA 6330,none,,,0.0,,
SPPA 6340,none,,,0.0,,
SPPA 6410,none,,,0.0,,
SPPA 6420,none,,,0.0,,
SPPA 6430,SPPA 2220,,,0.0,,
SPPA 6620,SPPA 5720,,,0.0,,
SPPA 6630,none,,,0.0,,
SPPA 6640,none,,,0.0,,
SPPA 6650,none,,,0.0,,
SPPA 6730,none,instructor_consent,,0.0,"Completion of initial review of the State of Wisconsin, Department of Public Instruction portfolio, or cons. of instr",
SPPA 6735,none,,,0.0,Enrolled in the SPLA program,
SPPA 6736,none,,,0.0,Enrolled in the SPLA program,
SPPA 6750,none,,,0.0,,
SPPA 6760,none,,,0.0,,
SPPA 6790,none,,,0.0,Completion of at least 20 graduate credit hours in speech pathology and audiology,
SPPA 6931,none,major_restriction;instructor_consent,,0.0,Admitted to the SPLA-MS program; or cons. of instr,
SPPA 6961,none,instructor_consent,,0.0,Enrolled in the SPLA program. Consent required,
SPPA 6965,none,,,0.0,Enrolled in the SPLA program,
SPPA 6966,SPPA 4720 or SPPA 5720,may_be_concurrent,SPPA 4720,0.0,,
SPPA 6967,SPPA 6730;SPPA 6965;SPPA 6966,,,0.0,,
SPPA 6968,SPPA 6730;SPPA 6965;SPPA 6966,,,0.0,,
SPPA 6995,none,instructor_consent,,0.0,Cons. of dept. ch. and cons. of SPPA M.S. dir. Consent required,
SPPA 6999,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of SPPA M.S. dir., approved thesis outline and establishment of a thesis committee. Consent required",
SPPA 9978,none,instructor_consent,,0.0,Cons. of SPLA M.S. dir. Consent required,
SPPA 9979,none,instructor_consent,,0.0,Cons. of SPLA M.S. dir. Consent required,
SPPA 9984,none,instructor_consent,,0.0,Cons. of SPLA M.S. dir. Consent required,
SPPA 9985,none,instructor_consent,,0.0,Cons. of SPLA M.S. dir. Consent required,
SPPA 9986,none,instructor_consent,,0.0,Cons. of SPLA M.S. dir. Consent required,
SPPA 9995,none,instructor_consent,,0.0,Cons. of SPLA M.S. dir. Consent required,
SPPA 9996,none,instructor_consent,,0.0,Cons. of SPLA M.S. dir. Consent required,
SPRT 6110,none,major_restriction,,0.0,Admitted to graduate EXRS or SPRT program,
SPRT 6190,none,major_restriction,,0.0,Admitted to graduate EXRS or SPRT program,
SPRT 6600,SPRT 6958,,,0.0,,
SPRT 6931,none,instructor_consent,,0.0,Cons. of grad. prog. dir. Consent required,
SPRT 6958,none,major_restriction,,0.0,Admitted to graduate SPRT program,
SPRT 6989,none,,,0.0,,
SPRT 6995,none,instructor_consent,,0.0,Cons. of instr. Consent required,
SPRT 6998,SPRT 6600,,,0.0,,
SPRT 6999,none,,,0.0,,
SPRT 9970,none,instructor_consent,,0.0,Consent required,
SPRT 9974,none,instructor_consent,,0.0,Consent required,
SPRT 9975,none,instructor_consent,,0.0,Consent required,
SPRT 9976,none,instructor_consent,,0.0,Consent required,
SPRT 9991,none,,,0.0,,
SPRT 9992,none,instructor_consent,,0.0,Consent required,
SPRT 9993,none,instructor_consent,,0.0,Consent required,
SPRT 9994,none,instructor_consent,,0.0,Consent required,
SPRT 9995,none,instructor_consent,,0.0,Consent required,
SPRT 9996,none,,,0.0,,
THAR 1100,none,instructor_consent,,0.0,THAR major or minor; or cons. of instr,
THAR 1120,THAR 1100,,,0.0,,
THAR 1340,none,,,0.0,,
THAR 1900,THAR 1964,,,0.0,Concurrent enrollment in THAR 1964,
THAR 1910,THAR 1965,,,0.0,Concurrent enrollment in THAR 1965,
