course_code,soft_prereq,catalog_prereq_raw,soft_prereq_major_restriction,soft_prereq_instructor_consent,soft_prereq_admitted_program,soft_prereq_college_restriction,soft_prereq_program_progress_requirement,soft_prereq_standing_requirement,soft_prereq_placement_required,soft_prereq_minimum_grade,soft_prereq_minimum_gpa,soft_prereq_may_be_concurrent,soft_prereq_other_requirements,soft_prereq_complex_hard_prereq,notes
MARK 6200,admitted_program;instructor_consent,Admitted to the graduate ACCO or ECON program; or BUAD program and MBA 6080; or cons. of M.B.A. prog. dir.,,or cons. of M.B.A. prog. dir,Admitted to the graduate ACCO or ECON program,,,,,,,,,,Admitted to the graduate ACCO or ECON program; or BUAD program and MBA 6080; or cons. of M.B.A. prog. dir.
MARK 6931,admitted_program;instructor_consent,Admitted to the graduate ACCO or ECON program; or BUAD program and MBA 6080; or cons. of M.B.A. prog. dir.,,or cons. of M.B.A. prog. dir,Admitted to the graduate ACCO or ECON program,,,,,,,,,,Admitted to the graduate ACCO or ECON program; or BUAD program and MBA 6080; or cons. of M.B.A. prog. dir.
MARK 6995,instructor_consent,Cons. of M.B.A. prog. dir.,,Cons. of M.B.A. prog. dir,,,,,,,,,,,Cons. of M.B.A. prog. dir.
MARKI 4931,,,,,,,,,,,,,,,
MARQ 1000,,,,,,,,,,,,,,,
MARQ 1001,,,,,,,,,,,,,,,
MARQ 1005,,,,,,,,,,,,,,,
MARQ 1030,,,,,,,,,,,,,,,
MARQ 1040,,,,,,,,,,,,,,,
MARQ 1050,,,,,,,,,,,,,,,
MARQ 1060,,,,,,,,,,,,,,,
MARQ 1500,instructor_consent,Cons. of dept. Consent required.,,Cons. of dept; Consent required,,,,,,,,,,,Cons. of dept. Consent required.
MARQ 1600,instructor_consent,Acceptance to the On Your Marq program or cons. of instr.,,Acceptance to the On Your Marq program or cons. of instr,,,,,,,,,,,Acceptance to the On Your Marq program or cons. of instr.
MARQ 1930,,,,,,,,,,,,,,,
MARQ 1956,instructor_consent,On Your Marq program or cons. of instr.,,On Your Marq program or cons. of instr,,,,,,,,,,,On Your Marq program or cons. of instr.
MARQ 1960,instructor_consent,Cons. of Office of International Education Consent required.,,Cons. of Office of International Education Consent required,,,,,,,,,,,Cons. of Office of International Education Consent required.
MARQ 2600,instructor_consent,MARQ 1600 and acceptance to the On Your Marq program or cons. of instr.,,MARQ 1600 and acceptance to the On Your Marq program or cons. of instr,,,,,,,,,,,MARQ 1600 and acceptance to the On Your Marq program or cons. of instr.
MARQ 2930,,,,,,,,,,,,,,,
MARQ 3005,,,,,,,,,,,,,,,
MARQ 3929,other_requirements,ESSV1.,,,,,,,,,,,ESSV1,,
MARQ 3961,,,,,,,,,,,,,,,
MARQ 9707,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
MATH 1100,other_requirements,Two years of college preparatory mathematics including a year each of algebra and geometry.,,,,,,,,,,,Two years of college preparatory mathematics including a year each of algebra and geometry,,
MATH 1101,other_requirements,MATH 1100 or equiv. Equivalent is one year of high school geometry and the equivalent of MATH 1100 in high school courses.,,,,,,,,,,,MATH 1100 or equiv,,
MATH 1200,instructor_consent;standing_requirement;other_requirements,Two years of college preparatory mathematics including a year each of algebra and geometry; Fr. or Soph. stndg.; or cons. of instr.,,or cons. of instr,,,,Fr. or Soph. stndg,,,,,Two years of college preparatory mathematics including a year each of algebra and geometry,,Two years of college preparatory mathematics including a year each of algebra and geometry; Fr. or Soph. stndg.; or cons. of instr.
MATH 1300,other_requirements,Two years of college preparatory mathematics.,,,,,,,,,,,Two years of college preparatory mathematics,,
MATH 1390,other_requirements,MATH 1100 or equivalent. Equivalent is three years of college preparatory mathematics.,,,,,,,,,,,Equivalent is three years of college preparatory mathematics,,
MATH 1400,placement_required,MATH 1200 or appropriate Math placement test score.,,,,,,,MATH 1200 or appropriate Math placement test score,,,,,,MATH 1200 or appropriate Math placement test score.
MATH 1401,may_be_concurrent,MATH 1400 which must be taken concurrently.,,,,,,,,,,MATH 1400 which must be taken concurrently,,,MATH 1400 which must be taken concurrently.
MATH 1410,placement_required,MATH 1200 or appropriate Math placement test score.,,,,,,,MATH 1200 or appropriate Math placement test score,,,,,,MATH 1200 or appropriate Math placement test score.
MATH 1450,placement_required,MATH 1200 or appropriate math placement test score.,,,,,,,MATH 1200 or appropriate math placement test score,,,,,,MATH 1200 or appropriate math placement test score.
MATH 1451,,MATH 1450.,,,,,,,,,,,,,
MATH 1455,,MATH 1450.,,,,,,,,,,,,,
MATH 1700,other_requirements,Two years of college preparatory mathematics. May not be taken for credit by students who have received college credit for another probability or statistics course.,,,,,,,,,,,Two years of college preparatory mathematics; May not be taken for credit by students who have received college credit for another probability or statistics course,,
MATH 1700H,admitted_program;may_be_concurrent;other_requirements,"Two years of college preparatory mathematics; admission to Marquette University Honors Program; and PSYC 1700H, which must be taken concurrently.",,,admission to Marquette University Honors Program,,,,,,,"and PSYC 1700H, which must be taken concurrently",Two years of college preparatory mathematics,,"Two years of college preparatory mathematics; admission to Marquette University Honors Program; and PSYC 1700H, which must be taken concurrently."
MATH 2030,other_requirements,Two years of college preparatory mathematics.,,,,,,,,,,,Two years of college preparatory mathematics,,
MATH 2031,admitted_program,MATH 2030 and enrolled in the elementary teacher preparation program.,,,MATH 2030 and enrolled in the elementary teacher preparation program,,,,,,,,,,MATH 2030 and enrolled in the elementary teacher preparation program.
MATH 2032,admitted_program,Enrolled in mathematics and secondary education program; or MATH 2030 or MATH 2031 and enrolled in elementary education.,,,Enrolled in mathematics and secondary education program,,,,,,,,,,Enrolled in mathematics and secondary education program; or MATH 2030 or MATH 2031 and enrolled in elementary education.
MATH 2100,,"MATH 1400, MATH 1410 or MATH 1450.",,,,,,,,,,,,,
MATH 2350,,"MATH 1400, MATH 1410 or MATH 1450.",,,,,,,,,,,,,
MATH 2440,,MATH 1455.,,,,,,,,,,,,,
MATH 2450,,MATH 1451.,,,,,,,,,,,,,
MATH 2451,,MATH 1455 or MATH 2450.,,,,,,,,,,,,,
MATH 2455,,MATH 1455 or MATH 2450.,,,,,,,,,,,,,
MATH 2780,,MATH 1700 or an equivalent introductory statistics course.,,,,,,,,,,,,,
MATH 3100,,"MATH 2100, MATH 2350, or MATH 2451.",,,,,,,,,,,,,
MATH 3520,,MATH 2450.,,,,,,,,,,,,,
MATH 3570,may_be_concurrent;other_requirements,"COSC 1010; MATH 2780, MATH 4710, MATH 4720, or MATH 4740, which may be taken concurrently. Credit is not given for both COSC 3570 and MATH 3570.",,,,,,,,,,"MATH 2780, MATH 4710, MATH 4720, or MATH 4740, which may be taken concurrently",Credit is not given for both COSC 3570 and MATH 3570,,"COSC 1010; MATH 2780, MATH 4710, MATH 4720, or MATH 4740, which may be taken concurrently. Credit is not given for both COSC 3570 and MATH 3570."
MATH 3700,,COSC 1010 and MATH 1450.,,,,,,,,,,,,,
MATH 3977,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
MATH 4020,college_restriction;admitted_program;may_be_concurrent,"EDUC 2001; and MATH 4120 or MATH 4420, which may be taken concurrently. Admission to the College of Education.",,,Admission to the College of Education,Admission to the College of Education,,,,,,"and MATH 4120 or MATH 4420, which may be taken concurrently",,,"EDUC 2001; and MATH 4120 or MATH 4420, which may be taken concurrently. Admission to the College of Education."
MATH 4030,instructor_consent,"MATH 4420, and six additional cr. hrs. of upper division MATH courses, and cons. of dept. ch.",,"MATH 4420, and six additional cr. hrs. of upper division MATH courses, and cons. of dept. ch",,,,,,,,,,,"MATH 4420, and six additional cr. hrs. of upper division MATH courses, and cons. of dept. ch."
MATH 4040,college_restriction;admitted_program,Admitted to the College of Education.,,,Admitted to the College of Education,Admitted to the College of Education,,,,,,,,,Admitted to the College of Education.
MATH 4120,,MATH 2100 or MATH 2350.,,,,,,,,,,,,,
MATH 4121,,MATH 4120.,,,,,,,,,,,,,
MATH 4200,,MATH 2451 or MATH 3100.,,,,,,,,,,,,,
MATH 4201,,MATH 4200.,,,,,,,,,,,,,
MATH 4210,,MATH 1455 or MATH 2450.,,,,,,,,,,,,,
MATH 4310,instructor_consent;standing_requirement,Jr. stndg. or cons. of dept. ch.,,Jr. stndg. or cons. of dept. ch,,,,Jr. stndg. or cons. of dept. ch,,,,,,,Jr. stndg. or cons. of dept. ch.
MATH 4320,,MATH 2100 or MATH 2350.,,,,,,,,,,,,,
MATH 4420,,MATH 2100 or MATH 2350.,,,,,,,,,,,,,
MATH 4450,,MATH 2100 or MATH 2350.,,,,,,,,,,,,,
MATH 4500,,"MATH 2451, MATH 2455 or MATH 3100.",,,,,,,,,,,,,
MATH 4510,,"MATH 2451, MATH 2455 or MATH 3100.",,,,,,,,,,,,,
MATH 4540,other_requirements,MATH 1451 or MATH 1455; and MATH 2451 or MATH 3100; and COSC 1010 or EECE 1610 or equiv.,,,,,,,,,,,and COSC 1010 or EECE 1610 or equiv,,
MATH 4630,,"MATH 2451, MATH 2455 or MATH 3100.",,,,,,,,,,,,,
MATH 4650,,"MATH 2451, MATH 2455 or MATH 3100.",,,,,,,,,,,,,
MATH 4670,,MATH 2100 or MATH 2350.,,,,,,,,,,,,,
MATH 4700,,MATH 1455 or MATH 2450.,,,,,,,,,,,,,
MATH 4710,,MATH 4700.,,,,,,,,,,,,,
MATH 4720,,"MATH 1400, MATH 1410 or MATH 1450. May not be taken for credit by those who have completed MATH 4710.",,,,,,,,,,,,,
MATH 4730,,"MATH 2780, MATH 4720 or MATH 4740; any of which may be taken concurrently.",,,,,,,,,,any of which may be taken concurrently,,,
MATH 4740,other_requirements,"MATH 1400, MATH 1410 or MATH 1450. Credit is not given for both MATH 4720 and MATH 4740.",,,,,,,,,,,Credit is not given for both MATH 4720 and MATH 4740,,
MATH 4750,,COSC 1010; MATH 3100; and MATH 4700 or MATH 4780.,,,,,,,,,,,,,
MATH 4760,other_requirements,MATH 1455 or MATH 2450; and MATH 4720 or MATH 4740 or equiv.,,,,,,,,,,,and MATH 4720 or MATH 4740 or equiv,,
MATH 4770,,Computer programming such as COSC 1010; introductory calculus such as MATH 1450; and statistical methods such as MATH 4720 or MATH 4740.,,,,,,,,,,,,,
MATH 4780,other_requirements,MATH 2780 or MATH 4720 or equiv.,,,,,,,,,,,MATH 2780 or MATH 4720 or equiv,,
MATH 4790,other_requirements,COSC 1010 or equiv.; MATH 1450 or equiv.; and MATH 4720 or equiv.,,,,,,,,,,,COSC 1010 or equiv; MATH 1450 or equiv; and MATH 4720 or equiv,,
MATH 4931,,,,,,,,,,,,,,,
MATH 4953,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
MATH 4987,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
MATH 4988,standing_requirement,Jr. stndg. and MATH 4987.,,,,,,Jr. stndg. and MATH 4987,,,,,,,Jr. stndg. and MATH 4987.
MATH 4995,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
MATH 4999,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
MBA 6010,admitted_program;instructor_consent,Admitted to graduate BUAD; or cons. of M.B.A. prog. dir.,,or cons. of M.B.A. prog. dir,Admitted to graduate BUAD,,,,,,,,,,Admitted to graduate BUAD; or cons. of M.B.A. prog. dir.
MBA 6020,admitted_program;instructor_consent,"Admitted to graduate BUAD, HCTM, NURS; MBA 6010; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to graduate BUAD, HCTM, NURS",,,,,,,,,,"Admitted to graduate BUAD, HCTM, NURS; MBA 6010; or cons. of M.B.A. prog. dir."
MBA 6030,admitted_program;instructor_consent,"Admitted to graduate BUAD, HCTM and NURS; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to graduate BUAD, HCTM and NURS",,,,,,,,,,"Admitted to graduate BUAD, HCTM and NURS; or cons. of M.B.A. prog. dir."
MBA 6040,admitted_program;instructor_consent,"Admitted to the graduate BUAD, CCOM or MGMT program; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to the graduate BUAD, CCOM or MGMT program",,,,,,,,,,"Admitted to the graduate BUAD, CCOM or MGMT program; or cons. of M.B.A. prog. dir."
MBA 6050,admitted_program;instructor_consent,"Admitted to the graduate BUAD, CCOM or MGMT program and completion of MBA 6010; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to the graduate BUAD, CCOM or MGMT program and completion of MBA 6010",,,,,,,,,,"Admitted to the graduate BUAD, CCOM or MGMT program and completion of MBA 6010; or cons. of M.B.A. prog. dir."
MBA 6060,admitted_program;instructor_consent,"Admitted to the graduate BUAD, CCOM or MGMT program and completion of MBA 6010; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to the graduate BUAD, CCOM or MGMT program and completion of MBA 6010",,,,,,,,,,"Admitted to the graduate BUAD, CCOM or MGMT program and completion of MBA 6010; or cons. of M.B.A. prog. dir."
MBA 6070,admitted_program;instructor_consent,Admitted to the graduate BUAD program; or cons. of M.B.A. prog. dir.,,or cons. of M.B.A. prog. dir,Admitted to the graduate BUAD program,,,,,,,,,,Admitted to the graduate BUAD program; or cons. of M.B.A. prog. dir.
MBA 6080,admitted_program;instructor_consent,"Admitted to the graduate BUAD, CCOM or MGMT program; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to the graduate BUAD, CCOM or MGMT program",,,,,,,,,,"Admitted to the graduate BUAD, CCOM or MGMT program; or cons. of M.B.A. prog. dir."
MBA 6090,admitted_program;instructor_consent,Admitted to the graduate BUAD program; or cons. of M.B.A. prog. dir.,,or cons. of M.B.A. prog. dir,Admitted to the graduate BUAD program,,,,,,,,,,Admitted to the graduate BUAD program; or cons. of M.B.A. prog. dir.
MBA 6100,admitted_program;instructor_consent,"Admitted to graduate ACCO, ACAN, BMAN, ECON, or SCMM; or BUAD and MBA 6010; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to graduate ACCO, ACAN, BMAN, ECON, or SCMM",,,,,,,,,,"Admitted to graduate ACCO, ACAN, BMAN, ECON, or SCMM; or BUAD and MBA 6010; or cons. of M.B.A. prog. dir."
MBA 6110,admitted_program;instructor_consent,"Admitted to graduate ACCO, ACAN, BMAN, BUAD, ECON OR MGMT; MBA 6010, MBA 6040, MBA 6050, MBA 6060, MBA 6070, MBA 6080 and MBA 6090; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to graduate ACCO, ACAN, BMAN, BUAD, ECON OR MGMT",,,,,,,,,,"Admitted to graduate ACCO, ACAN, BMAN, BUAD, ECON OR MGMT; MBA 6010, MBA 6040, MBA 6050, MBA 6060, MBA 6070, MBA 6080 and MBA 6090; or cons. of M.B.A. prog. dir."
MBA 6120,admitted_program;instructor_consent,"Admitted to graduate ACCO, BUAD, CCOM, ECON or MGMT; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to graduate ACCO, BUAD, CCOM, ECON or MGMT",,,,,,,,,,"Admitted to graduate ACCO, BUAD, CCOM, ECON or MGMT; or cons. of M.B.A. prog. dir."
MBA 6130,admitted_program;instructor_consent,"Admitted to graduate ACCO, BUAD, ECON, MGMT or NURS; cons. of M.B.A. prog. dir.",,cons. of M.B.A. prog. dir,"Admitted to graduate ACCO, BUAD, ECON, MGMT or NURS",,,,,,,,,,"Admitted to graduate ACCO, BUAD, ECON, MGMT or NURS; cons. of M.B.A. prog. dir."
MBA 6140,instructor_consent;other_requirements,"Admitted graduate ACCO, BUAD, CCOM, ECON, LEDR, MGMT or SPLE; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,,,,,,,,,"Admitted graduate ACCO, BUAD, CCOM, ECON, LEDR, MGMT or SPLE",,"Admitted graduate ACCO, BUAD, CCOM, ECON, LEDR, MGMT or SPLE; or cons. of M.B.A. prog. dir."
MBA 6150,admitted_program;instructor_consent,"Admitted to graduate ACCO, BUAD, CCOM, ECON, or MGMT; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to graduate ACCO, BUAD, CCOM, ECON, or MGMT",,,,,,,,,,"Admitted to graduate ACCO, BUAD, CCOM, ECON, or MGMT; or cons. of M.B.A. prog. dir."
MBA 6160,admitted_program;instructor_consent,"Admitted to graduate ACCO, BUAD, CCOM, ECON, LEDR, MGMT or SPLE; or cons. of M.B.A. prog. dir.",,or cons. of M.B.A. prog. dir,"Admitted to graduate ACCO, BUAD, CCOM, ECON, LEDR, MGMT or SPLE",,,,,,,,,,"Admitted to graduate ACCO, BUAD, CCOM, ECON, LEDR, MGMT or SPLE; or cons. of M.B.A. prog. dir."
MBA 6200,admitted_program;instructor_consent,Admitted to graduate BUAD; MBA 6110 and 12 credits completed within GSM; or cons. of M.B.A. prog. dir.,,or cons. of M.B.A. prog. dir,Admitted to graduate BUAD,,,,,,,,,,Admitted to graduate BUAD; MBA 6110 and 12 credits completed within GSM; or cons. of M.B.A. prog. dir.
MBA 6997,admitted_program,"Admitted to graduate BUAD; 18 credits taken from Business Analytics, Ethics and Organizations, Strategy, Leadership of which a maximum of 6 credits elective components applies toward the 18 credits minimum.",,,Admitted to graduate BUAD,,,,,,,,,,"Admitted to graduate BUAD; 18 credits taken from Business Analytics, Ethics and Organizations, Strategy, Leadership of which a maximum of 6 credits elective components applies toward the 18 credits minimum."
MBA 9607,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
MEEN 2460,college_restriction;may_be_concurrent,"CHEM 1001, which may be taken concurrently. Enrolled in the Opus College of Engineering.",,,,Enrolled in the Opus College of Engineering,,,,,,"CHEM 1001, which may be taken concurrently",,,"CHEM 1001, which may be taken concurrently. Enrolled in the Opus College of Engineering."
MEEN 2930,college_restriction,Enrolled in the Opus College of Engineering.,,,,Enrolled in the Opus College of Engineering,,,,,,,,,Enrolled in the Opus College of Engineering.
MEEN 3210,,GEEN 2120 and ELEN 3001.,,,,,,,,,,,,,
MEEN 3220,,MATH 2451 or MATH 2455; and GEEN 2120.,,,,,,,,,,,,,
MEEN 3250,,GEEN 2110 and GEEN 2130.,,,,,,,,,,,,,
MEEN 3260,,MATH 2451 and GEEN 2130.,,,,,,,,,,,,,
MEEN 3310,,"MATH 1451 or MATH 1455; PHYS 1030, PHYS 1003 or PHYS 1013; and PHYS 1020.",,,,,,,,,,,,,
MEEN 3320,,MATH 2450 or MATH 1455; and GEEN 2120.,,,,,,,,,,,,,
MEEN 3330,,MATH 2451 or MATH 2455; MEEN 3310; and MEEN 3320 or BIEN 4400.,,,,,,,,,,,,,
MEEN 3340,may_be_concurrent,"MEEN 3310; MEEN 3330, which may be taken concurrently.",,,,,,,,,,"MEEN 3330, which may be taken concurrently",,,"MEEN 3310; MEEN 3330, which may be taken concurrently."
MEEN 3426,,MATH 1451 or MATH 1455.,,,,,,,,,,,,,
MEEN 3443,,MEEN 2460.,,,,,,,,,,,,,
MEEN 3460,,MEEN 2460.,,,,,,,,,,,,,
MEEN 4110,standing_requirement,Sr. stndg.,,,,,,Sr. stndg,,,,,,,Sr. stndg.
MEEN 4220,,MEEN 2120.,,,,,,,,,,,,,
MEEN 4230,,GEEN 2130.,,,,,,,,,,,,,
MEEN 4260,,"MATH 2451, Co-req: MATH 3100 or MEEN 3260, or equivalent.",,,,,,,,,,,,,
MEEN 4265,,MEEN 3260.,,,,,,,,,,,,,
MEEN 4270,,MATH 2451.,,,,,,,,,,,,,
MEEN 4275,,MEEN 3210 and MEEN 3220.,,,,,,,,,,,,,
MEEN 4310,,MEEN 3340 and MEEN 3260.,,,,,,,,,,,,,
MEEN 4320,,MEEN 3330 and MEEN 3340.,,,,,,,,,,,,,
MEEN 4325,other_requirements,"MATH 2450 or MATH 2455, and MEEN 3320 or equiv.",,,,,,,,,,,"MATH 2450 or MATH 2455, and MEEN 3320 or equiv",,
MEEN 4350,,MEEN 3340.,,,,,,,,,,,,,
MEEN 4360,,MEEN 3340.,,,,,,,,,,,,,
MEEN 4370,,,,,,,,,,,,,,,
MEEN 4380,,,,,,,,,,,,,,,
MEEN 4410,instructor_consent,MATH 4720 or MEEN 3426 or cons. of instr.,,MATH 4720 or MEEN 3426 or cons. of instr,,,,,,,,,,,MATH 4720 or MEEN 3426 or cons. of instr.
MEEN 4420,,MEEN 2460 and GEEN 2130.,,,,,,,,,,,,,
MEEN 4430,,MEEN 2460.,,,,,,,,,,,,,
MEEN 4440,may_be_concurrent,"MEEN 2460 and MEEN 3443, which can be taken concurrently.",,,,,,,,,,"MEEN 2460 and MEEN 3443, which can be taken concurrently",,,"MEEN 2460 and MEEN 3443, which can be taken concurrently."
MEEN 4450,instructor_consent,MEEN 2460 and GEEN 2130; or cons. of instr.,,or cons. of instr,,,,,,,,,,,MEEN 2460 and GEEN 2130; or cons. of instr.
MEEN 4470,instructor_consent,MEEN 3443 or con. of instr.,,MEEN 3443 or con. of instr,,,,,,,,,,,MEEN 3443 or con. of instr.
MEEN 4485,,GEEN 2130 and MEEN 3443.,,,,,,,,,,,,,
MEEN 4570,instructor_consent,MEEN 2460 or consent of instructor.,,MEEN 2460 or consent of instructor,,,,,,,,,,,MEEN 2460 or consent of instructor.
MEEN 4590,standing_requirement,Sr. stndg.,,,,,,Sr. stndg,,,,,,,Sr. stndg.
MEEN 4920,standing_requirement;other_requirements,"Sr. stndg; Co-op students, Jr. stndg. Cross-listed with BIEN 4920, COEN 4920, EECE 4920.",,,,,,"Sr. stndg; Co-op students, Jr. stndg",,,,,"Cross-listed with BIEN 4920, COEN 4920, EECE 4920",,"Sr. stndg; Co-op students, Jr. stndg. Cross-listed with BIEN 4920, COEN 4920, EECE 4920."
MEEN 4931,,,,,,,,,,,,,,,
MEEN 4995,instructor_consent;standing_requirement;minimum_gpa,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required.",,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch; Consent required",,,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch",,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch",,,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required."
